#
# h2o, Gamma
#     6-31G G    6-31G T    6-31G** G   6-31G** T   
 10   0.366666   0.483333   0.800000    1.083333
 30   3.000000   4.833333   6.333333   10.333333
 50   7.333333  12.500000  15.000000   26.666666
 70  12.666666  23.333333  26.666666   48.333333
 90  18.333333  33.333333  38.333333   71.666666
110  25.000000  46.666666  51.666666   96.666666
130  31.666666  58.333333  63.333333  120.000000
150  36.666666  70.000000  76.666666  146.666666

