#format long
#6-31Gss Tight
#
#     MakeRho   QCTC      ONX    Focken   DDIIS     TC2R   CPSCFSts  Total
#A=[
# 10 0.58D+00 0.65D+02 0.68D+02 0.14D+00 0.63D+00 0.10D+02 0.30D-01;
# 30 0.24D+01 0.62D+03 0.92D+03 0.20D+01 0.91D+01 0.28D+03 0.17D+00;
# 50 0.42D+01 0.16D+04 0.30D+04 0.55D+01 0.35D+02 0.13D+04 0.41D+00;
# 70 0.69D+01 0.29D+04 0.64D+04 0.15D+02 0.95D+02 0.29D+04 0.79D+00;
# 90 0.96D+01 0.43D+04 0.11D+05 0.29D+02 0.21D+03 0.61D+04 0.13D+01;
#110 0.12D+02 0.58D+04 0.17D+05 0.50D+02 0.38D+03 0.10D+05 0.20D+02;
#130 0.28D+02 0.72D+04 0.23D+05 0.10D+03 0.72D+03 0.16D+05 0.34D+02;
#150 0.30D+02 0.88D+04 0.30D+05 0.15D+03 0.11D+04 0.22D+05 0.41D+02;
#];
#B=A(:,2:8)/60
#B =
 10  0.009666    1.083333    1.133333  0.002333   0.010500    0.166666  0.000500
 30  0.040000   10.333333   15.333333  0.033333   0.151666    4.666666  0.002833
 50  0.070000   26.666666   50.000000  0.091666   0.583333   21.666666  0.006833
 70  0.115000   48.333333  106.666666  0.250000   1.583333   48.333333  0.013166
 90  0.160000   71.666666  183.333333  0.483333   3.500000  101.666666  0.021666
110  0.200000   96.666666  283.333333  0.833333   6.333333  166.666666  0.333333
130  0.466666  120.000000  383.333333  1.666666  12.000000  266.666666  0.566666
150  0.500000  146.666666  500.000000  2.500000  18.333333  366.666666  0.683333

