#
# h2o, Gamma
#     6-31G G    6-31G T    6-31G** G   6-31G** T   
 10   0.050000   0.048333    0.166666    0.166666
 30   1.166666   1.266666    4.000000    4.666666
 50   4.500000   5.500000   14.833333   21.666666
 70  11.500000  14.666666   36.666666   48.333333
 90  21.666666  28.333333   63.333333  101.666666
110  35.000000  55.000000  105.000000  166.666666
130  50.000000  73.333333  151.666666  266.666666
150  66.666666 103.333333  216.666666  366.666666

