#
# h2o, Gamma
#     6-31G G    6-31G T    6-31G** G   6-31G** T   
 10   0.216666   0.316666   0.783333    1.133333
 30   2.833333   4.500000   9.000000   15.333333
 50   8.666666  15.166666  28.333333   50.000000
 70  18.333333  33.333333  58.333333  106.666666
 90  30.000000  56.666666  96.666666  183.333333
110  46.666666  86.666666 143.333333  283.333333
130  63.333333 118.333333 200.000000  383.333333
150  81.666666 156.666666 250.000000  500.000000

