#                MIC           
#    log(L)       log(RelError)
  0.393540107347963  -3.03216869570480
  0.694570103011944  -3.93411264998574
  0.870661362067626  -4.96132099181872
  0.995600098675926  -5.79927126890480
  1.092510111683982  -6.65843662169074
  1.171691357731607  -7.44102121067321
  1.238638147362220  -8.24708358999113
