   1   28  2.135 
   1   69  2.083 
   1  101  2.073 
   2   23  2.135 
   2   69  2.084 
   2   73  2.072 
   3   16  2.083 
   3   19  2.072 
   3   22  2.135 
   3   43  2.084 
   3   48  2.073 
   3   54  2.134 
   4   15  2.083 
   4   16  2.084 
   4   19  2.073 
   4   20  2.073 
   4   21  2.135 
   4   25  2.135 
   5   19  2.059 
   5   23  2.225 
   5   28  2.227 
   5   69  2.197 
   5   77  2.078 
   5  110  2.078 
   6   14  2.197 
   6   25  2.078 
   6   76  2.060 
   6   80  2.227 
   6   83  2.225 
   7   15  2.197 
   7   17  2.060 
   7   21  2.226 
   7   23  2.078 
   7   26  2.227 
   8   16  2.197 
   8   18  2.060 
   8   22  2.227 
   8   25  2.225 
   8   27  2.078 
   8   52  2.078 
  13   61  2.198 
  21   61  2.078 
  22   34  2.078 
  28   35  2.078 
  29   56  2.135 
  29   97  2.083 
  30   51  2.134 
  30   97  2.083 
  30  101  2.072 
  31   44  2.083 
  31   47  2.073 
  31   50  2.135 
  32   43  2.083 
  32   44  2.084 
  32   47  2.073 
  32   48  2.072 
  32   49  2.136 
  32   53  2.134 
  33   47  2.059 
  33   51  2.225 
  33   56  2.226 
  33   97  2.198 
  33  105  2.078 
  34   42  2.197 
  34   53  2.078 
  34  104  2.060 
  34  108  2.227 
  34  111  2.225 
  35   43  2.197 
  35   45  2.060 
  35   49  2.225 
  35   51  2.078 
  35   54  2.227 
  36   44  2.197 
  36   46  2.059 
  36   50  2.227 
  36   53  2.225 
  36   55  2.078 
  41   89  2.197 
  49   89  2.077 
  54   61  2.078 
  57   84  2.135 
  58   79  2.134 
  59   72  2.084 
  59   75  2.072 
  59   78  2.134 
  59   99  2.084 
  59  104  2.073 
  59  110  2.135 
  60   71  2.084 
  60   72  2.083 
  60   75  2.073 
  60   76  2.072 
  60   77  2.135 
  60   81  2.135 
  62   70  2.197 
  62   81  2.077 
  63   71  2.197 
  63   73  2.060 
  63   77  2.226 
  63   79  2.078 
  63   82  2.227 
  64   72  2.197 
  64   74  2.060 
  64   78  2.227 
  64   81  2.225 
  64   83  2.078 
  64  108  2.078 
  78   90  2.078 
  84   91  2.078 
  85  112  2.135 
  86  107  2.134 
  87  100  2.083 
  87  103  2.072 
  87  106  2.135 
  88   99  2.083 
  88  100  2.084 
  88  103  2.073 
  88  104  2.072 
  88  105  2.136 
  88  109  2.134 
  90   98  2.197 
  90  109  2.078 
  91   99  2.197 
  91  101  2.060 
  91  105  2.225 
  91  107  2.078 
  91  110  2.227 
  92  100  2.197 
  92  102  2.060 
  92  106  2.227 
  92  109  2.225 
  92  111  2.078 
