 Mg1
 Mg    -0.4929677496     0.2223129203     0.2500766594 
 Mg     0.4931097942    -0.2222659358    -0.2499649956 
 Si     0.0710974823     0.4060340187     0.2500366305 
 Si    -0.0709679710    -0.4059616899    -0.2500033566 
 Si    -0.4288388066     0.0940803232    -0.2499883458 
 Si     0.4289077400    -0.0940216413     0.2500549771 
 O      0.2312882398     0.0909356759    -0.2499783386 
 O     -0.2312318397    -0.0908935653     0.2500483056 
 O     -0.2686898269     0.4091689183     0.2500549771 
 O      0.2687984492    -0.4091248581    -0.2499583242 
 O      0.2769325894     0.0527115419     0.2500499735 
 O     -0.2769033449    -0.0526128939    -0.2499649956 
 O     -0.2229452105     0.4474476401    -0.2499766707 
 O      0.2230705439    -0.4473772608     0.2500366305 
 O      0.2233107664     0.3379474323     0.4677200474 
 O     -0.2232042329    -0.3378653557    -0.0323416220 
 O     -0.2765774780     0.1621766574    -0.4676684269 
 O      0.2767404115    -0.1620975051     0.0323849032 
 O     -0.2232209441    -0.3378926496    -0.4676767662 
 O      0.2233922331     0.3379211132     0.0323582173 
 O      0.2767257892    -0.1621131016     0.4677267189 
 O     -0.2765607669     0.1621912792    -0.0323199397 
 Mg     0.0001086223     0.0000272939    -0.0000232668 
 Mg     0.0001357779    -0.0000263191     0.5000017096 
 Mg     0.5001117556     0.5000342149     0.0000050870 
 Mg     0.5000804223     0.5000468870     0.4999883666 
 Mg     0.0071481838     0.2777984973    -0.2500683200 
 Mg    -0.0068494725    -0.2776881520     0.2499583242 
 Mg    -0.4929364163     0.2223255925     0.2499833422 
 Mg     0.4930951719    -0.2222610619    -0.2500449699 
 Si     0.0711100156     0.4060427918     0.2499900136 
 Si    -0.0709470821    -0.4059607151    -0.2500533092 
 Si    -0.4288534288     0.0940754493    -0.2500366305 
 Si     0.4289244511    -0.0940235909     0.2499950172 
 O      0.2312924175     0.0909522472    -0.2500366305 
 O     -0.2311754397    -0.0908867418     0.2499649956 
 O     -0.2686438713     0.4091854895     0.2499850100 
 O      0.2688256048    -0.4091355807    -0.2500282912 
 O      0.2769597450     0.0527037436     0.2499916815 
 O     -0.2768887227    -0.0526216670    -0.2500266233 
 O     -0.2229222327     0.4474359427    -0.2500366305 
 O      0.2230684550    -0.4473675130     0.2499850100 
 O      0.2233796997     0.3379542558     0.4676750984 
 O     -0.2231520107    -0.3378614565    -0.0323915746 
 O     -0.2765649447     0.1621844557    -0.4677484012 
 O      0.2767362337    -0.1621023790     0.0323599685 
 O     -0.2232167663    -0.3378760783    -0.4677283867 
 O      0.2233629886     0.3379425584     0.0323332827 
 O      0.2767508559    -0.1621053034     0.4676650912 
 O     -0.2766338780     0.1621786070    -0.0323815674 
 Mg     0.0004031559     0.0000282687    -0.0000016679 
 Mg     0.0003968892     0.0000136470     0.5000650051 
 Mg     0.5001765113     0.5000205679     0.0000316895 
 Mg     0.5001284668     0.5000264166     0.5000183048 
 Mg     0.0071147616     0.2778443121    -0.2499816743 
 Mg    -0.0070186726    -0.2777125215     0.2500266233 
 Mg    -0.4930011719     0.2223236429     0.2500799951 
 Mg     0.4931745498    -0.2222532636    -0.2499883458 
 Si     0.0711455267     0.4060515648     0.2500466377 
 Si    -0.0709470821    -0.4059665638    -0.2500050245 
 Si    -0.4286716953     0.0940618024    -0.2499800064 
 Si     0.4290268067    -0.0940265152     0.2500433020 
 O      0.2313989510     0.0909356759    -0.2499766707 
 O     -0.2309978840    -0.0908828427     0.2500533092 
 O     -0.2685394268     0.4091864643     0.2500366305 
 O      0.2688903604    -0.4091238833    -0.2500050245 
 O      0.2770495673     0.0526696262     0.2500516414 
 O     -0.2766693892    -0.0526138687    -0.2500116959 
 O     -0.2229222327     0.4474281444    -0.2499816743 
 O      0.2231561884    -0.4473567904     0.2500132804 
 O      0.2234360998     0.3379425584     0.4677233831 
 O     -0.2231394773    -0.3378955739    -0.0323349505 
 O     -0.2765169002     0.1621678844    -0.4676867735 
 O      0.2767780115    -0.1621004295     0.0323648888 
 O     -0.2231185884    -0.3378945991    -0.4676584197 
 O      0.2233483664     0.3379386593     0.0324332713 
 O      0.2768177004    -0.1621062782     0.4677083723 
 O     -0.2765127224     0.1621600861    -0.0322782430 
 Mg     0.0003843559     0.0000604365    -0.0000599598 
 Mg     0.0003572003     0.0000701843     0.5000017096 
 Mg     0.5001284668     0.4999922992    -0.0000099238 
 Mg     0.5001786002     0.5000215427     0.4999750237 
 Mg     0.0071314727     0.2778423625    -0.2499999375 
 Mg    -0.0070144948    -0.2777164207     0.2500116959 
 Mg    -0.4929489496     0.2222963490     0.2499499848 
 Mg     0.4931056164    -0.2222591123    -0.2500583128 
 Si     0.0711935712     0.4060554639     0.2499833422 
 Si    -0.0709345488    -0.4059577908    -0.2500032732 
 Si    -0.4287113842     0.0940666763    -0.2500249555 
 Si     0.4290811179    -0.0940460109     0.2499950172 
 O      0.2313655287     0.0909561463    -0.2500382984 
 O     -0.2310814396    -0.0909130609     0.2499800064 
 O     -0.2685394268     0.4091893887     0.2499916815 
 O      0.2689112493    -0.4091170598    -0.2500583128 
 O      0.2770829895     0.0526715758     0.2499950172 
 O     -0.2767550337    -0.0526109443    -0.2500299591 
 O     -0.2228804549     0.4474534888    -0.2500116125 
 O      0.2231812551    -0.4473811599     0.2499449812 
 O      0.2234883221     0.3379269619     0.4676867735 
 O     -0.2231457440    -0.3378643809    -0.0323482101 
 O     -0.2765607669     0.1621620357    -0.4677467333 
 O      0.2768218782    -0.1621189503     0.0323199397 
 O     -0.2231958774    -0.3378536583    -0.4677067045 
 O      0.2234716109     0.3379298863     0.0323032610 
 O      0.2767968115    -0.1621170008     0.4676717626 
 O     -0.2765148113     0.1621747079    -0.0323081812 
