 Mg1
 Mg     0.0000000000     0.0000000000     0.0000000000 
 Mg     0.0000188000     0.0000058487     0.5000533301 
 Mg     0.4999885111     0.5000683322     0.0000450324 
 Mg     0.4999843333     0.5000605340     0.5000299799 

 Mg2
 Mg     0.0070395615     0.2778160434    -0.2499583242 
 Mg    -0.0069392947    -0.2776969250     0.2500866666 
 Mg    -0.4930283274     0.2223538611     0.2500583128 
 Mg     0.4930095274    -0.2222961540    -0.2499683314 

 Si
 Si     0.0710724156     0.4060310944     0.2500366305 
 Si    -0.0710452600    -0.4059841099    -0.2499766707 
 Si    -0.4289495178     0.0941154154    -0.2499683314 
 Si     0.4289620511    -0.0940937752     0.2500749915 

 O1
 O      0.2311963286     0.0910204819    -0.2499750028 
 O     -0.2312589953    -0.0909023383     0.2500833308 
 O     -0.2687462269     0.4091757417     0.2500583128 
 O      0.2686877380    -0.4091443537    -0.2499866779 

 O2
 O      0.2770850784     0.0526618280     0.2500900023 
 O     -0.2770641895    -0.0526099696    -0.2499616599 
 O     -0.2230350328     0.4474291192    -0.2499649956 
 O      0.2230183217    -0.4474016303     0.2500399663 

 O3
 O      0.2233212108     0.3379454828     0.4677150438 
 O     -0.2232856997    -0.3378907000    -0.0323266112 
 O     -0.2766798336     0.1621825061    -0.4676434089 
 O      0.2766881892    -0.1621189503     0.0323198563 
 O     -0.2232439219    -0.3378936244    -0.4676167230 
 O      0.2233065886     0.3379269619     0.0324015818 
 O      0.2767049003    -0.1621082277     0.4677984372 
 O     -0.2766777448     0.1621971279    -0.0323049289 

 Mg     0.0000062667     0.0000497139     0.0000351086 
 Mg     0.0000292445     0.0000009748     0.5000133846 
 Mg     0.5000678889     0.5000985505     0.0000651302 
 Mg     0.5000094000     0.5000371392     0.4999933702 
 Mg     0.0071252060     0.2778150686    -0.2500733236 
 Mg    -0.0069685392    -0.2776852276     0.2499716671 
 Mg    -0.4929802830     0.2223489872     0.2499850100 
 Mg     0.4930241497    -0.2222951793    -0.2500583128 
 Si     0.0710557044     0.4060291448     0.2500183674 
 Si    -0.0710306378    -0.4059880090    -0.2500316269 
 Si    -0.4289307178     0.0941017684    -0.2500366305 
 Si     0.4289202733    -0.0940947500     0.2500166995 
 O      0.2311733508     0.0910097593    -0.2500449699 
 O     -0.2312506397    -0.0909237835     0.2500050245 
 O     -0.2687504047     0.4091581956     0.2499933494 
 O      0.2686940047    -0.4091394798    -0.2500182840 
 O      0.2770370339     0.0526550045     0.2499883458 
 O     -0.2770474784    -0.0525894991    -0.2499932660 
 O     -0.2230224994     0.4474203462    -0.2500349627 
 O      0.2230475661    -0.4473860338     0.2500300425 
 O      0.2232940552     0.3379250123     0.4676550840 
 O     -0.2232752552    -0.3378926496    -0.0323498779 
 O     -0.2766610336     0.1621591114    -0.4677250510 
 O      0.2766944559    -0.1621218747     0.0323266112 
 O     -0.2232877886    -0.3378936244    -0.4676916937 
 O      0.2232940552     0.3379513315     0.0323583007 
 O      0.2766735670    -0.1620965303     0.4677284701 
 O     -0.2766798336     0.1621776322    -0.0323615530 
 Mg     0.0001692001    -0.0000116974    -0.0000233501 
 Mg     0.0001316001    -0.0000263191     0.5000683409 
 Mg     0.5001034001     0.5000459122     0.0000333574 
 Mg     0.5000407334     0.5000371392     0.5000416550 
 Mg     0.0071189393     0.2778131190    -0.2499616599 
 Mg    -0.0069184058    -0.2776832781     0.2500316269 
