  2    -610.975117   -305.487559     0.0586260000
  8   -2444.35835    -305.544794     0.0013910000
 16   -4888.70023    -305.543765     0.0024200000
 54  -16499.4900     -305.546111     0.0000740000
 64  -19554.9556     -305.546181     0.0000040000
128  -39109.9115     -305.546184     0.0000012000
216  -65997.9768     -305.546185    


