0    -300.608092162     0.0080947730
6    -300.599745597     0.0002517920
10   -300.600111383     0.0001139940
14   -300.599989308     0.0000080810
18   -300.599998461     0.0000010720
22   -300.599997625     0.0000002360
26   -300.599997388     0.0000000010
30   -300.599997389


